driver_id,applicant_fountain_id,pu_ca,predicted_driver_ca,no_packages
404868,96873c9a-e22f-4ea7-9962-961399550272,Manchester City,,6
338131,fb610f00-fd19-4470-b8f1-01e200301be9,London Inner S,,3
346060,874455d3-da4c-421c-bbbe-ed1b39decdbd,London Outer SE,,1
347447,cccb30af-044e-4212-962d-590eca44969d,London Inner W,,17
473349,7c381cd9-9709-40cf-a412-abb29958ba9e,London Outer SE,London Outer S,93
477343,5680e2a2-c06d-4709-9208-173c0da6c567,London Outer NE,London Outer NE,13
468521,35ed4123-5d42-4b75-aa8e-c6c51af5f438,Stockport,Manchester City,132
413196,a7656866-5957-4285-affd-e5fb0807e1f9,London Inner E,London Inner S,121
396906,e7fbf858-5aa1-42ad-b4be-c76463f8e393,London Outer Upper NW,London Inner Lower NW,59
419869,befa8f2f-4328-4b4a-9a64-ac3f37276418,Gateshead,,7
449010,da5b3a91-64d1-4748-ac3d-c3066439afe1,Outer Leeds,,401
356565,72c15310-9191-4d81-bb63-c82e487a2fa9,Widnes,Widnes,472
350148,d3c792f5-6e09-4c9e-8aa6-8925c648d8d8,London Outer Upper NW,,13
345730,d146f3aa-4437-40b1-b2cf-6539426a3039,London Border NE,London Border NE,259
364117,f1b4c572-43e2-4050-8de4-477b729554bb,Brighton,,1016
348836,8b816f13-039e-435b-9ac3-63dbc8436182,Leeds City,,178
355209,a2d498ab-0010-4e5f-a760-b559abc33304,UNKNOWN,,11
354348,12afd717-396f-48c6-b091-fc0e57dce97e,London Border N,,16
467753,0ac570a3-dd45-4a72-8d77-c4d2fbb72b7e,Oldham,Manchester City,73
343765,423a2c18-82b6-4248-8027-52aed22d4cdd,London Outer SE,,23
469863,e3b19c08-186c-4157-8108-7e39702610cf,Swansea,,20
415300,0fbd20ff-82da-4396-844d-9d248d966723,London Outer Lower NW,,239
477436,65869389-892d-4ece-9af3-5bdc196dc739,London Outer SE,,3
395888,184c1d3b-2abb-439b-abf5-3f426963a078,Southampton,,107
350350,3d27ea5c-e56d-4fef-887f-9bfc7cc0de70,London Inner Lower NW,,204
345915,6f3fa010-67cc-42f7-8b01-e04b1a8ff084,London Outer N,,1
405943,c594c979-8830-4a70-963b-e98a3e18bb1a,London Outer E,,23
355181,b386320c-d602-47e2-a350-044e72451b5e,London Border E,,1
475664,dda1e944-4eb6-419d-9da2-3f8f583aa3d1,London Outer Upper NW,Plymouth,5
465974,02f138a7-3936-4f0e-8232-4f303aa9206d,London Border NE,London Border NE,26
406330,282f8e37-4421-4d90-becc-1afa00ec1485,London Outer NE,,39
421955,32d0e53b-20a6-487c-adbe-36b40256859b,Birmingham South,,465
401877,f48bf3f0-d9c7-477a-acbd-5553df06210c,London Inner W,,1
337445,c248ceb5-51b0-4fb6-a3a3-29a971474f0c,London Inner Upper NW,,228
469616,7b2983ed-318b-4b74-b75b-ed05e5c366f8,London Outer SW,London Outer S,12
405356,ea4b1318-f833-4d87-944e-391ac6645a8e,London Outer N,,8
428392,e0e0f873-ee81-4eba-a33e-ee2d7f11c77a,London Outer NE,,288
470396,2ba1c245-5c79-48ea-a907-944c500678d0,Nottingham North,,2
365904,f9ba3c6a-ccdb-484b-9155-e901fb34bdeb,London Outer Lower NW,London Outer N,5
477218,b61ca512-4064-4de3-a7a3-8f87f2dea1ee,London Outer S,London Inner S,231
379815,4493270d-c3ea-4662-9bda-07137b4616fb,London Inner W,,57
436617,0a580431-3352-478b-b93e-c23b48222984,Chesterfield,Chesterfield,116
442985,4c62c3e8-cacf-4922-8058-38afea5d3c2e,UNKNOWN,Sunderland,8
459663,5e230f9c-181e-458f-a875-28af4a8ebb0b,St Helens,St Helens,373
351312,120ad525-13db-42fc-a4c4-ef8f4b1ea4a4,London Inner N,,1
346090,1bc31c6f-cea3-4aad-8fa2-0f2c967f3c02,Huddersfield,,166
354918,1db06ed5-18f7-4812-a9e0-5d278c186db9,London Inner S,,19
354258,ad9549fb-26c8-4714-a6f2-e79e0884be22,London Border E,,1
407674,37d6751a-1326-4807-82dc-d828178123fc,London Inner E,,961
350939,f5ab8180-8b88-4717-8844-f99ce30d05b2,London Inner E,,103
355384,f0b09506-192f-4bff-9b4b-45fbf0021bf2,London Outer E,,8
343200,e1c1206b-175a-47da-bb70-0db1dc7048d8,London Outer SW,London Outer South West,84
479645,ce05b451-66fe-4635-b293-0947178cb6a7,Manchester City,Manchester City,101
351087,e74e5ea9-b579-40f0-9c5c-f9cdbcebd231,Liverpool East,,60
351358,932f63ee-4076-47b3-8744-2f0a5ccbc437,London Inner Upper NW,,7
348414,2336adec-5a82-485b-b56a-dce4ad2f78f4,London Inner N,,15
355162,26e6fd19-079e-440f-a1a1-cd5d2e0ce801,London Inner N,,172
350468,917270cd-916d-445b-b2c3-e95d42f83080,London Outer Upper NW,,208
354598,a63978da-c0f5-4ca4-8722-6a68c5fb418f,London Inner Lower NW,,270
345739,cb9a98a3-fff4-4d2b-a67e-d023a915a4a1,London Inner S,,3
356241,2a1c65a5-3e7a-4bec-bdce-4c8b28fdcfa4,Basildon,,841
356481,61dbfd30-bce7-49af-93e3-6de2274af37b,Sheffield,,498
347889,b9a5b9e3-9062-4b5a-91b6-1fcfd1f5592f,London Inner W,,6
351036,a2aef6a1-7333-48f0-bb53-061b7611feb7,London Border W,,14
354620,0ea9ef8f-7b0d-4948-a640-eacd93baa4eb,London Outer NE,,60
339477,6b774638-6333-4263-a669-abf466be0324,London Inner Upper NW,,63
354369,661e53af-59ec-4e27-9740-3fdc8498a289,London Inner S,,39
339793,140f0776-71fd-459f-8a1c-bcf3952b4e56,London Outer N,,19
345747,929f305a-d039-4eb6-a1ba-ab7f519b55fb,Liverpool North,,55
407732,910b8b98-aa02-42aa-8dac-8e6d28a444d6,London Outer E,,495
355806,24f0423e-8f90-4605-bfd7-198c60fc972c,Newcastle,,727
466305,506185c3-4e5f-4970-8683-bcafbc0f9e92,London Outer N,London Outer N,288
343918,c3073779-ff3e-474c-bdfa-f3bd42dab345,London Inner W,,7
350946,e3f8f8b8-bd72-48e1-ba66-d3911123d2ec,London Inner Upper NW,,176
402440,00d195e1-1813-48e9-bf2b-604e55231b96,London Outer Upper NW,,381
348414,2336adec-5a82-485b-b56a-dce4ad2f78f4,London Inner S,,488
434300,c48be12b-76ea-48f0-b4c4-380af0b653d6,Leeds East,,26
356311,bbbc2f4c-3e20-47b1-b9c7-62f80a6a839e,Liverpool Wirral,,174
450856,7ae65a03-80b7-40aa-94bf-56edc93ca64c,St Helens,Manchester City,104
342421,e1c4248e-a071-44ee-a1dc-54cec392b7f8,London Inner N,,5
427151,774517d2-d3b1-49a1-b267-34f06aee6492,Stockport,,23
406318,8a5c37f5-9dca-4338-8dc9-2177bd69596c,London Inner N,London Border N,43
354504,53ee617f-3d2f-4c07-9b1b-99f96e433a81,London Border N,,380
337512,57b4f0d9-779f-4779-9e4f-9fe49343c7a9,Birmingham Central,,5
343099,46785744-fea2-4ebe-a529-1ff9989b767c,London Inner Upper NW,,2
347378,be3726d5-439f-4c55-893f-c4d1e67db27e,Nottingham South,,125
454129,77fabbca-f781-481f-8365-c5a588e97a66,London Outer E,London Inner E,13
354260,d8b5b96f-101e-45ea-a473-5a73427e00bd,London Inner N,,155
339371,c2d1bdd3-612d-4865-9a71-9bb07bafbc15,London Inner Upper NW,,37
350921,7a32c9ef-a7bc-46ec-a0ce-b5250530039a,London Inner Upper NW,,247
362303,d832b46f-d33b-4320-bf9e-1c6317e32443,Widnes,,1222
354582,751a87c0-1aad-4999-b11c-15185d80a85c,London Outer SW,,72
354352,ddb09cff-6528-4d35-9a8c-02c37da43dc9,London Outer N,,1004
339372,0659173f-3842-4de9-8aa4-a2d0fa2f7785,London Inner W,,8
356247,e42168c8-2f84-49bc-b1cf-2afb8e400f46,Basildon,,827
346505,2250e204-5c13-4807-b7a7-f706d758be71,Liverpool Central South,,19
481081,fa7b7337-4cde-4137-b42c-31ee7ed9fef2,London Inner Lower NW,London Inner Lower NW,415
481452,de364b45-708a-4253-94c1-616c5be77432,London Outer N,London Outer N,178
462670,c93de16c-8b30-47f3-a23d-ea83621c0781,London Inner Lower NW,London Outer SW,142
407734,25a21f35-cc01-48e0-8722-66e893cf9c9a,London Outer E,,118
402514,357d49a4-78b0-47ef-8c20-06f63fd57507,London Inner W,,24
343753,feb6a594-f554-4d15-a9b8-161d9b79d3db,London Border W,,21
489428,3c910f00-688a-4561-8c51-82b67ef73994,London Border NE,London Border NE,188
414490,a4e59df0-a754-4697-a102-97f60ab26302,Swansea,,49
413266,e749d6b5-736d-49c9-bc7b-b01f92166bf4,London Inner E,,658
469775,35cc38c5-433b-447e-86d9-03f381e71b28,Dudley & West Bromwich,Derby,337
473277,b05e1393-6e7a-4567-9cd7-dda85565fd6b,,London Border N,2
489616,2e07837d-e2fd-4963-b8bc-f01b72b6e783,London Outer N,London Inner Upper NW,206
489693,61251ed8-19ac-45fe-b555-bb46621286d9,London Outer Upper NW,London Outer Lower NW,483
488927,4c1b4ada-9e26-4ce4-92ab-9e28574326b5,Stockport,Stockport,365
489761,00a34b1c-e9da-43ca-be4f-fac4567b4b1a,London Outer SW,London Outer SW,253
488683,aba461b9-90bd-45a0-936f-6294eb86cf61,Leeds East,Leeds City,294
391318,44c8a8ea-bfb0-4236-bd8f-8ab6b325b854,London Inner N,,9
451245,3dc6a7cc-a3e1-478a-9ac7-05ffc5ab9229,Stockport,Manchester City,29
405566,6e11cc7d-6677-4bd8-8b2e-e276563ed005,London Border N,,49
351906,62c53768-c652-4fc2-99cc-c4c77b1281e9,Widnes,St Helens,2
411734,918795fe-64c2-4ee2-ab1b-fd44bea1f58a,London Outer Upper NW,London Outer Upper NW,40
486125,7dd6cd81-7ae7-417e-8b62-cbb2b41a8825,Birmingham East,Dudley & West Bromwich,152
410610,a7d1d03f-391d-4b2c-8848-78cf862dd645,London Inner N,London Border N,59
410101,2cc27138-d04d-42e5-9fb8-82d6cef17de2,Dudley & West Bromwich,,18
484126,1de92d62-b32b-4bb6-871d-cb8b06178232,Derby,,81
454328,b452afa2-efdb-468c-8469-67f8fa1a7337,Leeds South,Leeds City,9
488715,89515628-a31f-40c5-a506-76d2e4501298,Cardiff,,171
405296,83ee7094-e750-490c-975e-4d19ed566139,London Outer NE,,3
345810,11f28900-d6a4-47c2-99f7-3eba2286f474,London Inner W,,4
484110,6ee55753-e708-4074-a723-603581b5ccdf,London Outer E,Plymouth,8
370570,625e3fae-a1c6-4f50-b6ab-cabde8adfd17,London Inner N,,28
486282,f9c1b677-95d6-4df4-9f08-0f097abf0638,Nottingham Central,Nottingham Central,48
490621,c6e9d8d4-508c-4f67-a154-8e4ce7c6447d,Nottingham North,Nottingham Central,678
477137,5a7ec0e2-fe56-4083-964c-41aad766c7ae,London Outer E,London Inner E,17
370943,7b970b33-c4f8-49aa-9e7a-cb7a4d4fbdbb,London Border NE,London Outer N,1
451226,1a0fdc6d-05f3-4aa0-be6c-68c3d169a45b,Hull,Hull,218
489461,ca4d324a-6d3d-4929-b31c-7749791ecc87,London Outer NE,London Inner E,92
489917,5822c52b-2e50-4827-ad98-92758677a3cd,London Border E,London Border E,62
373663,acaa1a6e-7f85-4f29-b449-786b24c5c853,London Inner N,,21
490360,67262ac9-c6a0-4add-9b5e-c92fa9a9dc07,Wolverhampton,Wolverhampton,450
451610,ec7e0a50-e576-47e0-a3dd-65bbd854abad,Nottingham Central,Nottingham Central,5
451832,4ce99890-3a3e-4c4a-b648-7e8c5cb1c893,,Oxford,23
378500,064f25c9-f876-4c42-b5fd-7b5bbe700951,London Outer N,,29
476006,881ab845-6979-44f2-ae83-62379502c0fe,Leicester,Manchester City,2
408675,137c0587-1049-4295-a9a7-013fd7e6b70e,London Border NE,,12
374122,978fe78e-4103-40c2-85cf-04696417d5f2,London Inner Lower NW,,27
489883,16ce9096-f994-401c-8b0a-439a4e38bb1f,London Border W,London Border W,282
390869,7a7757be-00bf-49ce-8115-20fdbad7d83a,London Outer S,,366
413231,55355c8a-a41f-4908-bc17-5d9746186346,London Inner E,,19
412861,38a3cc99-84b0-402f-82d9-e7bc2b64b045,Walsall,,798
462618,358dbe25-4559-4bb1-91bc-a22b3146d92b,London Outer SW,London Outer S,11
391322,c261ed79-9d63-4894-b61f-6a5c94179dd9,London Inner S,,15
413432,4024980c-692a-458b-b41a-9172735df642,London Outer E,,37
485295,0da186e9-df67-422f-afe8-4dc70e878d52,London Inner E,London Inner E,74
363605,cfa6092f-5b1d-4f39-b2be-68f966cea10e,London Outer SE,,29
407993,d67a1276-de2d-4820-8563-582543ccf192,London Border W,,84
489773,0c28fe25-22e4-4caa-ae5d-b3c9576994f8,London Inner N,London Outer N,4
427755,9a77a5c2-211d-46d9-84df-0541ac009203,Bristol Central Area,,653
486144,8868116a-3a15-4987-b2a6-cf1fe4babc0c,Dudley & West Bromwich,Birmingham North,71
389227,1386451f-a619-4300-9b9a-eb7875a1843d,Liverpool East,,1
391405,840ccdf3-6a3c-4274-8083-1b8b4b7d62cf,London Inner S,,322
388068,11e53721-34c0-4a54-845b-96aa026b954a,Sheffield,,56
485513,ade49e71-b247-4156-8462-a72b808355d9,Stockport,Manchester City,136
490706,67ea9a44-44a2-4462-82e1-f3d68ab8d044,St Helens,St Helens,613
489890,f5345e15-5a8d-4c54-8253-da3afa091d41,London Border W,London Border W,100
490629,4f5fdc72-020c-46a8-b9a8-6ce77ae1e839,Bolton,,33
407697,69c24bd3-5d9d-4b5d-873e-eb4da3c7819d,London Outer E,,64
354695,e5d60977-7e89-4038-a060-a6b9c5eec3c2,London Outer S,,13
469822,e0f84186-ee48-4ae3-817e-3696bce2a7a6,Cardiff,Cardiff,156
490496,f1c30721-6fb5-4e42-bada-cff7e4ee8bd5,Dudley & West Bromwich,,13
481906,518876cf-83a6-43ba-9b8e-e1dc941192e2,Birmingham South,,82
396039,d8251355-3692-4160-9a81-4c3c524ac074,Cannock,,209
484368,de3f8706-f34b-4b5a-8adf-e08b3b43df68,Liverpool Wirral,Liverpool North,28
389252,ff1efb33-d769-41d0-a131-72720fc9acc0,Liverpool Central South,,24
490490,ee2d26f1-0ad9-48ea-a459-a68b61309ab5,Wolverhampton,,92
445559,40a831d8-2c99-4790-94b0-ab03594a36e3,Newcastle,Newcastle,131
367772,79dc32ac-02b6-48b2-9c08-de8f13cc524b,London Inner S,,1
358086,387b3e15-0088-4b01-8fde-4902e992a57d,Liverpool Central South,Warrington City,6
489863,2040b142-554e-4d8a-a3ab-8ac84903eabc,London Border NE,London Border NE,249
488491,d0a88a78-a0c0-4668-b470-c7d38d256258,Newcastle,Newcastle,259
490418,b4146f6f-520c-4047-9350-c9cd612a7a2c,Wolverhampton,,172
473613,9cd1e5f5-2a9e-4d79-acdc-9f146dd41307,London Outer Lower NW,London Outer NE,605
485816,b389d2b1-23e4-4116-a17e-e682dc13a22e,,Southampton,1
489435,f210fb36-cba7-4c22-9432-85726f70e553,London Border NE,London Border NE,250
370923,b2a26c6d-240a-4ad0-a286-91fad9f2064e,London Outer SE,,3
490775,44344ecb-3d2b-4324-a77c-f95abddf428f,Birmingham East,Birmingham East,30
415137,310821d6-00ff-4e94-84cf-99ce382c1c8c,London Inner N,,897
399771,fd23a1c8-a49d-44ad-8540-e24a6aa8101d,London Border W,,30
339467,3ddebf28-e527-411a-8b55-659bfe59b99d,London Outer N,,13
344053,aa70c590-443f-4a79-9516-df326ba57c9b,London Inner E,,359
451829,1d586c1a-2efb-4dda-8a5b-7a09870a0e6f,Widnes,Widnes,564
354313,2a2bbb2d-1d5a-4bff-b65b-efe14ffc5293,London Outer N,,12
490359,8408d68e-d2be-4585-b1db-876de2a89e62,Liverpool Central South,Liverpool North,23
490400,0268368c-bc63-4965-9fa8-907b871e4e6d,Newcastle,Newcastle,812
355333,ca4e40f1-a28c-4b1f-82b4-db002fa11442,London Inner Lower NW,,64
481101,518b1b5b-b5c9-482c-a302-da5f9a5bf43c,London Inner Lower NW,London Inner Lower NW,203
351271,d563beca-8202-40f8-a73d-ebd2b006f54e,London Border N,,8
339733,de5c94fe-621d-4f52-8177-9c09b8c1e9ca,London Outer S,,28
352974,0ad8428b-d1c2-4afe-a3fc-6c60cde3a0ce,Dudley & West Bromwich,,257
346888,a439ccf0-0fd4-477d-9a6c-e2c72889828f,London Inner S,,3
338216,7709a2d7-fd6d-4920-a59e-7041babea2ac,London Inner W,,8
477085,de9447a8-28d2-400b-a666-5fa6a0f2ec77,London Outer NE,London Border N,257
405936,002a40b3-018c-42d6-8cc8-33a854252152,London Inner E,,12
390209,5b0f5c38-6a32-4e14-b750-4dc86b993187,Manchester East,,23
355673,c7b915c3-a770-4c70-9a2b-4e53ae3eaf66,Liverpool Wirral,,1861
354926,ff3fb799-0a0b-431e-9b43-4ffbf056e550,Warrington City,,70
342502,89159d32-6b13-4d51-b29e-7b97cf17f2b4,London Outer NE,,315
337696,b95685ab-4b6e-4234-a065-3d0537b7582a,Liverpool Wirral,,139
342882,2f368ceb-a1fe-4b59-9a6c-930e6444562a,Manchester City,,14
385672,5910c342-bdf7-4bb9-9178-c0b3d3638fbe,London Outer SW,,44
367855,6b5b5537-5c4e-4f56-8c7a-a3de7a0787af,London Border N,,77
351303,d75159ac-ce4c-4c49-a335-a2dd7623c262,London Inner E,,208
376791,0c1ae82e-dd55-42ce-8338-15b40d0450e7,London Outer SW,,96
356945,c6cef7db-ca00-4459-bf5a-bcd35bedb80f,Liverpool Central South,,101
351059,f12b63f8-8d3b-48f6-b179-d56b462eab6c,Liverpool North,,349
354286,1a58aeb5-1d2c-43fb-b0bd-1507a2f0ac87,London Outer NE,,584
354549,2e9cfa7b-f2d0-4eba-b6ff-9db69c620f4f,Chesterfield,,24
354302,6f472419-072c-4e70-ad3c-d754fd534033,London Outer E,,736
343124,98f3f847-e553-4941-b0e1-69c280f4f6e6,London Inner W,,9
350913,dc218e25-6366-437e-acc5-fedf14fff60d,London Border W,,244
481464,e8ad9968-5467-4499-bf9b-58e0f63adfa5,London Outer Lower NW,London Outer Lower NW,20
391302,6cb377b6-621c-49e7-85da-9936cc248c06,London Outer SE,,128
338219,31283654-1c63-4a6b-9982-341710d33b0e,London Inner S,,264
337813,b9b7b98c-face-445e-a29b-3f9d29a7ab84,London Outer Lower NW,,204
466086,18f2bf37-82c9-426c-b50f-b1d7526b92dc,London Outer NE,London Outer NE,89
462367,6df58663-605e-4266-8638-39e894b5b920,London Outer NE,London Outer NE,31
473542,871cf245-aee5-46c5-a3b3-070bda540813,London Outer E,London Outer E,93
417377,ea2c7b7e-95a5-48ee-8c36-1e568af748f5,UNKNOWN,,143
376736,360e1ca0-46eb-4f9c-a6d2-5b675bede820,London Inner W,London Inner S,9
473547,75da3a7d-d91d-4c84-8432-2b6e98cb9242,London Border NE,London Outer E,1
407639,e33ff574-3a5e-462a-9696-4956de03f959,London Inner W,,12
338193,df17f384-1b4d-4522-a164-6ee3be439c92,London Outer N,,4
458116,e6c2ac85-abbe-418c-8af2-cbb963b31d3c,London Border N,London Outer N,4
401622,9a95da12-e7aa-45e3-8c57-9182ebb710cd,,,9
469584,4dfbf4d8-546c-400b-ab9b-d90a2a80fefd,London Inner W,London Inner S,2
462575,1ec46414-123f-4105-8237-bf44270c551a,London Outer SW,London Outer S,8
387527,7b741bab-7c8c-48eb-94eb-166185594f0f,London Inner Upper NW,,775
477402,f0a0badc-c10a-4e3f-9a1a-37e802b3e9f4,London Outer S,London Outer SE,32
362070,f6183e05-94eb-436e-9a3e-09c608eb79ca,London Inner N,,469
401890,f3f2daa0-1a39-4e27-b35b-9a9e0676a762,Altrincham,,111
338400,0f0130bf-5737-43e5-b351-4371ae3abd4c,London Outer Upper NW,,36
363555,59573291-8b34-4566-90fd-d40ce4a864ab,London Outer Upper NW,,134
390509,a2dc921f-2246-42bf-967d-2170dc74a38c,London Inner W,,11
477133,f89a019c-f040-41d3-8dfc-0638383057b1,London Inner N,London Inner E,2
434534,3383cffb-302f-4f3b-98e0-ea6fffdc493a,Cardiff,,15
367168,85dd9a2e-ce6d-467e-92e9-32322c52be0d,London Outer SE,,21
358586,69d73cac-be50-4245-b022-d53a27420766,Stockport,,111
338387,fec27576-7368-4c97-8be3-21e58e843ca7,London Outer S,,1
473440,29b74c67-b164-42e8-aacf-69f954d5c165,London Border NE,London Border NE,5
432112,05d18358-fc21-4d1b-bc44-dff18fd3fb96,Blackpool South,,181
355799,5699d042-eb62-4c41-a747-bd79d3a55e68,Newcastle,Gateshead,59
408635,98f3e5a5-f85e-4736-bd51-694f6bb21e55,London Inner Lower NW,,2
415967,729561fe-ec02-4108-a8c2-76324527c81f,London Outer S,,573
473381,c9e8d3d0-f22f-4542-9f14-0ca12efcb497,London Outer N,London Border N,30
405657,9487e5b2-b292-478b-ab8b-6ecf96006d9e,London Outer NE,,521
407564,0307e067-2959-4759-8f24-dddc6d848a5a,Sunderland,,199
406328,d1db8155-1af2-46b4-98a4-37ec45494d26,London Inner W,,48
356945,c6cef7db-ca00-4459-bf5a-bcd35bedb80f,Liverpool North,,743
344386,aae8ef05-33fd-4828-bc94-00831fcce999,Leeds East,,26
355858,08b125ea-053f-4aaf-b11c-3c954e80c6cb,Warrington City,,9
355136,07bf54e9-c4bb-4add-8766-95538ae4abc1,London Outer NE,,22
401063,0ed0cf71-af2b-4ca1-a2eb-c4a80eb79410,Hull,,628
479143,631f4aff-60bb-4a97-85fc-385958aed31e,Bristol Central Area,Bristol Central Area,541
354446,50ab7164-b573-4dd7-aee1-0cd9e965f3c3,London Outer SW,,424
407748,e8f4f44c-7ae9-487c-bf24-439b2090ff12,London Inner N,,637
466032,d139f884-5dac-428a-ae21-b810d28f3d13,London Inner S,London Inner S,38
481068,3b9ea4cc-d398-4102-ba93-5dff5469ca8d,London Outer NE,London Inner Lower NW,861
356565,72c15310-9191-4d81-bb63-c82e487a2fa9,Warrington City,Widnes,35
358483,325c59f8-2ebe-4c49-a66a-ed132c62d37c,London Border NE,,166
351372,ad513785-bf78-4e96-86b3-b5b93c0aa6f4,London Inner N,,37
367793,807e6d77-5674-4063-8b66-01ae1a515487,London Inner N,,8
479239,5348bba8-ac91-4959-a95e-a172bdcfc951,Leicester,Leicester,634
402386,002b9575-1d0c-4f4e-8bde-b7dc0004d26f,London Outer NE,London Border NE,461
350332,0010ef7d-d4b3-4d9a-b9f2-e176261f4db0,London Outer Lower NW,,24
358193,c2bc66d6-c15c-4523-a46a-c3d2ebd3d43c,Liverpool Central South,,742
356375,6cc962cd-1793-46b0-8640-90664838c0da,Liverpool Wirral,,195
481431,c40fc0a9-79a0-4a0c-ac5b-f4b515f18304,London Outer N,London Outer N,249
355173,67828149-4213-4f2c-a4f0-d4d6f4f280a6,London Border NE,London Border NE,238
358335,e095c70b-85a6-4546-9eb6-80424f5fce09,London Outer Upper NW,,188
408672,8d2c12f4-3a88-4f05-a3f2-b5a261d48bb4,London Outer S,,18
469702,fe66f850-d67d-4ef6-a336-90421faf46fa,London Outer N,London Border N,43
358228,28b04dae-8aea-4420-bffc-073d3462ac0e,London Outer Upper NW,London Inner Upper NW,881
358268,1d5f3f5f-76b3-49b1-881e-4f9b447cd434,Sunderland,,795
342815,66abed45-a884-4338-900a-d14266536405,Liverpool Wirral,,80
348473,9afd962c-914d-4254-a84a-ee15e8743af6,London Inner S,,45
355683,4b1184e2-9899-470f-ac7c-3651e6db370a,Birmingham South,,302
357044,4621e2fd-d48c-4d07-9754-8aa16df9f7b8,Liverpool Wirral,,303
342877,6828ef27-46ab-4539-a971-ca6912401952,,,21
401736,74ebfdf4-d284-417f-a6fb-1248b6824dfd,London Inner S,,30
466389,44306694-669d-4be0-8a1a-2ecbe7833eee,London Outer SE,London Outer SE,35
385124,6c223c98-751b-40ad-82ac-633a31df1450,Leicester,Leicester,327
480029,0975a414-75df-4388-9614-df3fb6a1d628,Cardiff,,485
480053,c97c5cc0-5484-418c-9e2e-b88ccbaa194d,Leicester,Leicester - Braunstone,176
338480,7e53cc84-78fb-4d36-b463-32f83c15b895,London Outer Upper NW,,13
399417,c9df0319-877b-496b-80c7-bb9404817872,Manchester City,,24
417295,32fc8135-67f0-4482-9432-a9858034f9ae,Gateshead,,345
479053,60eda4e8-4093-4dc7-9a55-e7942e6e6bea,Basildon,Basildon,98
477121,c58c7026-2dac-422f-8b46-7fd2332b0524,London Inner Lower NW,London Outer Upper NW,193
363388,cd565855-948c-441f-ac2d-f9f40a854f7e,Manchester City,,71
339023,919c14e8-9aae-4347-8d85-569468ef1156,London Outer E,,58
469859,c0f393f1-2902-4eea-904b-c61c7bf33103,Swansea,,500
348187,c5a3d162-c3fe-40e9-906c-3be518a98869,London Border N,London Inner Upper NW,92
391086,8f18d700-8023-4854-be41-0d77a9231676,Liverpool Central South,,59
368754,0c15d78a-595f-4f87-8fd5-609b2721fd5b,London Outer SW,,6
404399,83fd1d34-52e1-46b2-8058-1e087949d58d,Newcastle,,328
342123,9ddfa7af-37ac-490d-a148-efe9c16db3fe,Stockport,,16
473330,3d171d27-f020-4766-9c45-52fa1f0cc3f4,London Outer S,London Outer S,14
431900,3a9d652d-6cfa-4bf7-a5f0-6d511d2b8367,London Outer NE,,188
398932,15ebf0f7-2cb2-46c5-a886-a1158ed96951,Stockport,,44
407580,701ba653-4e01-4fa6-b471-f52ee361c183,Newcastle,,155
403465,bd718df9-3f78-456c-811a-3ba81f12b288,Cardiff,,52
376727,76e7254a-04d4-4586-b048-2398b603d2e9,London Border W,,81
408001,d0a817ef-ba6e-4c39-9491-912c5e6b81b8,London Border NE,,149
348331,cb4d28b3-c5db-40d8-a1b2-21822f3f986b,London Outer S,,405
477377,3d00f356-c57d-4cc7-a3ed-a2cb170d07fd,London Outer SE,London Outer SE,47
401719,684149c2-d07c-4292-98e9-2ec3f4d5fcf5,London Outer Lower NW,,35
469692,6d8f62a3-c2b4-4ff1-996b-d993d51a4631,London Inner N,London Border N,49
428404,0631db83-539e-4be6-af07-18557ae826c2,London Border NE,,11
442685,3058a9ee-93e8-46ff-9ef6-4b88fa26294e,Stockport,,12
410860,2bbbf420-71f9-406f-a7f2-b3c41e848ebd,London Outer NE,,65
402375,62c26013-4b8b-4671-8817-d4fed1aeca82,London Outer SE,,62
343921,145562a6-e35f-4900-9389-e57ab2382aeb,London Outer S,,48
457822,3f068567-957e-4dc1-8cf9-7831dc67b5cf,Northampton,Northampton,229
446644,8af11d0f-ab77-48f9-ae49-2ef9c353c3e9,London Outer N,London Inner North,256
458261,862b7b49-9c56-479c-bafa-583e9601673e,,London Inner South East,3
345811,904813cd-c7b1-4802-afcb-af0abc10e1a1,,,12
429006,a7c7483e-68d5-427b-a358-0c7d90ae1cf6,Gateshead,Newcastle,190
407875,7a18db1f-f710-4ec9-8b5a-60d0f49b06e1,London Inner N,,181
462712,bef30431-9ca5-4217-860a-616f7bea844a,,London Border E,47
364557,3097a998-1536-4a31-90e3-0c69ed4aaba0,London Border N,,237
446694,ccc18ab4-d4eb-484d-a991-1ee88d00f97a,Stockport,Manchester City,110
422933,f3b99db2-a2dc-4027-90f9-bcbcda2b14f1,Bristol Central Area,,822
410597,1b2e1173-377f-4a7c-816c-09e6a96cb020,London Inner N,London Outer NE,9
412700,9423a3e5-3c44-4bf6-856d-5350fe15add8,London Outer NE,,18
343916,8b434d85-c55a-4477-b5b0-e52d785461df,London Inner Lower NW,,2
355678,ef43796a-d12a-445c-8d46-cab48e83011b,Birmingham Central,,4
358466,3f5d82fc-ff4f-452b-9278-be2361baaeed,London Border N,,343
407723,8875eeca-8581-4612-98cf-a0e1774eb784,London Outer E,,234
358267,0f218da7-7106-4c39-a2a4-0661c9cf4dbe,Sunderland,,882
347440,e5bfa590-8d55-42f0-87d0-582efa526834,London Inner E,,5
