driver_id,applicant_fountain_id,pu_ca,predicted_driver_ca,no_packages
395669,6aa4c1ea-5cfe-4d99-adbb-bfe60b186b07,London Inner Lower NW,,925
356288,4a119609-fba6-4804-9cd2-87aa2cf0cd25,Plymouth,,1441
345785,3b30262e-fbe9-4d25-a2c3-86ea714d9d35,Liverpool East,,1705
356281,0104e7a8-50cc-4a5c-bdad-953d08ddcece,Cardiff,,1556
373786,62c672f8-e658-492c-80d1-157e7cbd373b,London Outer SW,,1573
350313,aa43d997-8b1a-4080-ac31-c9df2a300293,London Inner Upper NW,London Inner Upper NW,1904
348253,45484369-0f43-4839-a456-1ed13908425d,Liverpool Wirral,,4271
403013,7c17b2ff-0900-47f6-968e-f5e54204b038,Wolverhampton,,1743
365747,371fa5b2-a39f-43eb-81b0-795a05e685ac,London Outer Upper NW,,3123
398820,630a7a88-49f4-4493-91d3-769dd3d7fc57,Cannock,,1356
339477,6b774638-6333-4263-a669-abf466be0324,London Outer Upper NW,,5292
398599,66a1364a-f5e4-4988-924a-3ed96991c879,London Outer Upper NW,,83
398130,3c99d970-cccd-4750-a514-205f80957236,Manchester City,,5244
399718,0338c2f6-7d51-44df-9e1a-95ca67c3b3fc,Oxford,Oxford,501
395653,519d1efb-e9c2-4825-a854-633d0ff10739,London Border NE,,3270
342931,fdb6f572-d371-4f36-a369-8e5883b0e7ac,Reading,,4998
392641,b23cda74-ab71-48eb-b794-ad1f9227058e,London Inner S,,2397
358499,4a74b08b-2c5c-4b15-94c0-72df47ba45ee,Manchester City,,3546
393898,0f61b6f3-d2ad-4ad8-bf47-06fcb5aabaad,Hull,,4026
346066,743a34c4-0a89-4448-8d49-3412eaf02264,London Outer NE,,6940
356312,14f7e9f3-f527-4e57-bf10-9d4d31e70ed7,Liverpool Wirral,,2956
348315,2c812457-5432-41b9-a62b-e37c6ca585cc,London Outer S,,4485
362078,1b30467d-cbb9-44e0-ae78-8c372f5ae3a4,London Outer Lower NW,,1470
351255,c429afd5-474b-4e13-a5ed-40971365ba63,London Outer S,London Inner Upper NW,1401
362283,dd31dcf6-b4f6-4240-bd61-f96a7a51152d,London Outer Upper NW,,3552
368353,4bed201c-6cb1-4953-b9c8-56cd17d8732f,London Outer Lower NW,,2721
350977,9009a43e-946e-468b-a8b6-62d4f7a913eb,London Border N,,3682
368674,06991a34-4d66-4b1c-a484-e51ebfa6f49e,London Inner Lower NW,,2309
338317,7a7e31b7-71ad-40a8-96cb-2395f7652094,London Outer N,,3381
366446,de788577-44a8-4dd1-a552-c9cdf1b88d9b,London Outer Upper NW,London Outer Upper NW,545
366079,5c5855bd-c04f-4306-9979-98f1a40a6c33,Leicester,,2621
337740,6535ae34-e249-495a-9f2f-7d7b66690508,London Outer E,,6740
386544,3c28ec6c-1d8e-48dd-83bf-f873247c5898,Cannock,,1068
401315,bf006359-68d2-415a-b86f-00a9ba2993d1,Manchester City,Middleton,115
400074,46ef82fd-762e-49e3-8b60-d88c50a226d8,London Inner Lower NW,,74
373777,ea0c4c2f-abab-453f-9707-a8c8ca5f4a8b,London Outer NE,,4318
382371,9ce2909a-23da-4cd1-a23f-7b5de991dfa9,London Border N,,5132
391360,c92c1e1e-611f-4ccc-b672-83db976ca4ee,London Outer S,,1554
395405,ecd75349-2118-4a73-808e-1d896e79a0ae,Wolverhampton,,2585
339827,a82605a3-5ccf-4ae2-8931-e630a48113fb,London Inner Upper NW,,2755
366563,875016c4-c127-4346-8df2-e6847c661e55,Nottingham North,,2970
364175,d49052cb-8621-462b-8d8c-b1ab62fd87d4,Newcastle,Newcastle,1693
355801,c52caa9f-c89f-452c-8c22-3ed1ee88f5b8,Newcastle,,2253
366664,49c909b9-3457-4b82-b507-c852a70aaba6,Stockport,,3232
344477,032b8e7c-d8ad-47b2-b8d1-9e79b5edfa0c,Reading,,6136
354320,bb8fa669-7fc3-4ec8-9fb6-0ec93abaa573,London Outer SE,,2187
342934,07d42afd-c465-4954-a23e-469a68fdd69c,London Inner Lower NW,,48
396891,8934c8d6-91a6-43c3-9217-752628612e29,London Outer S,London Outer S,250
350960,3c4241d6-54a4-441f-a55f-6c081c6d4ccb,London Outer SE,,5432
401877,f48bf3f0-d9c7-477a-acbd-5553df06210c,London Inner S,,3859
401602,8b04cf67-31e3-4357-843c-95f4493ef677,London Outer E,,2187
382582,fbeabf15-5306-4e7f-b288-43e18b8b3254,Gateshead,,316
337536,2e5310e5-3ee1-4fe8-b4ad-504dec12d8bd,Dudley & West Bromwich,,7063
338345,1ee2977a-0f42-490d-a08c-0ca06a63f667,London Border N,,3137
371724,aaf9a577-c8ec-419c-b9ad-2c61f8c5c579,Reading,,1027
340294,b62cd81e-7d2e-4455-840c-1b7acdb25503,London Border NE,,3550
342561,ca7d28bf-4372-4037-940b-be7c398f4f29,Liverpool East,,4914
370029,bed575d4-07e4-4a59-8c69-f1dc9f9f234d,Wolverhampton,,3250
395378,4a199fed-e115-4903-95db-ebd9330b3a21,Stourbridge,,3063
339324,247c7c45-4529-4beb-80f7-2e46de02026a,Plymouth,,6858
382592,7768c706-bf96-4084-b5c5-4565ab64dfa9,London Inner S,,743
367943,fbeb0fc2-5d89-4ea7-b3e0-de88eb6569b4,Liverpool East,,1170
393155,1936c606-1b12-4064-b991-d3d3409817e1,London Outer S,,1821
388053,3f668e39-3fea-4121-bc83-f26d2e65250f,Huddersfield,,943
337516,91048eed-a846-410c-9137-6fa10152b43f,London Outer SW,,2332
393304,ce4b0c72-5a6f-482c-a3e4-c86b20588b5a,Derby,,305
373728,ff248c8f-42b7-496c-8821-a2ec4d862590,London Inner Lower NW,,2875
373459,6024cc02-f82a-419e-9fde-041fe4f1775a,London Outer Lower NW,,2037
358397,c7171c93-facf-454c-baf2-2d34c1ab6f6d,London Outer Upper NW,,2540
395874,94107c0a-ccf2-426e-a0ee-cd2f7d3080fa,London Inner S,,2629
387611,045e48c7-e440-4e06-96aa-9e4d62deed85,Manchester City,,4202
383026,de891a0d-6354-4b8f-9cf0-74f19c857222,London Border NE,,3611
339718,65fee545-e924-4810-8da4-ef0a1456c80a,London Outer S,,3925
367429,c1e24c4f-8126-43c3-a1d8-cd209f954c00,London Outer SE,,3528
385692,a82b9ce2-3c79-42b9-ac0a-f464d1a6e5f2,Leeds South,,5589
350655,3fed2df2-defa-4253-abc8-a019d96cbe4a,London Border NE,,2592
353181,8c474b03-dc14-40e1-bb79-4a6a3c64f5fb,Gateshead,,1528
355399,f3c295cd-07c8-4c23-9a4c-b99d13e892fe,London Outer E,,7238
362631,00c1f6dc-28c5-42bc-8509-76f9c650c497,Wakefield,,7501
337531,0f673cd1-4e46-4251-9c7e-ee501a34d824,London Inner E,,1838
365602,7b0faddc-5be2-48a8-b9b8-431f1a1926a6,Nottingham North,,4390
362607,7a160bb1-b525-4a14-9625-535856022baa,Gateshead,,5209
382566,2b0d7e00-938c-4dd3-803f-e710ad196e49,Gateshead,,3753
387577,dfc6902d-19c9-490f-a77c-24765ab30ad0,Bristol Central Area,,744
390511,b2e1afca-81e3-4f9f-86a4-cbe063324644,London Outer N,,3533
378265,61ac1980-d5c9-48ca-b4a2-6c3c70cb424b,Milton Keynes,,4796
347385,713329f3-9794-4689-b574-3dbc96fd5cf2,Nottingham Central,,1352
369801,57b1adee-4a1f-4f51-b20e-e2b9d32460a4,London Inner E,,4475
371699,22a66cec-aba7-458b-a6fc-42533f60e006,Sunderland,,3365
390901,d12a17e0-9be1-4017-8d3b-0fc13b1c76b7,Sheffield,,4707
387944,baec71b5-ddda-463d-a249-9160ad61bb10,Manchester City,,325
395751,799ec2e5-2458-4d6d-8964-f05f387668d7,Manchester East,,2128
386108,55a27ee5-3fdb-486e-ab79-16adb7c55cfb,London Inner E,,7584
388004,a5fc2d4c-e92e-4788-acb3-c0e2de786572,London Outer S,,2969
347491,c2b20b11-6b69-4326-a82d-d3fa1595d05b,Swansea,,6743
402972,6cfdb270-af4b-4f74-b88e-081d2e95962a,Liverpool Wirral,,197
398639,9176dd26-1061-4534-bd62-b73c5d9da60b,Plymouth,,4389
367951,9cee6c19-fe33-401d-ab1a-0ea691d01f5f,Liverpool North,,1000
402217,fe26bc66-089b-4c14-954d-014162932d2e,Wolverhampton,,1817
366097,53332c67-c0b2-4fd3-91d0-d8f9bfbfa44d,London Inner E,London Inner E,546
398989,0c4e0624-f58a-4313-9e3e-a216c305afb6,Walsall,,1681
390432,b4b8fcdb-257b-4e6e-b81b-d8ae15029923,Teesside,,1803
342124,c37a4ab4-e346-4ab0-b9eb-d78d1b9a9373,Liverpool Central South,,922
368605,f6dd76f0-3838-4825-894d-080ff3ce8305,London Outer E,,57
391089,519e4ee2-1f71-4122-92aa-557b24b00c36,London Inner E,,3222
350331,a922f986-90d2-4c3c-b1de-75a6bf0af473,London Inner Lower NW,London Inner North,1866
390023,07b7d2df-a788-4b11-80e7-429153dc5101,London Outer E,London Outer E,3298
373756,7152e0a2-5bff-4159-baba-ae445ee98cdb,London Inner N,,4851
366555,04b24f1f-01d2-4f05-a55b-dea8befcf30e,Cannock,,2496
381558,07dc69fc-bf02-40bb-b538-b2f80631fdc4,London Outer N,,2064
401642,8d0e245f-8102-438e-9dd7-fd33544812a0,Stockport,,267
381047,5b81b6c9-103c-42eb-ba18-b7b89b8e706b,Oxford,Oxford,814
385238,38f6bf5d-fd9c-4d12-b59e-a9740cf12245,London Inner S,,1713
401606,b3d2474d-aee2-404b-b4db-567eac7b40db,London Outer SE,,141
339554,ee47596a-0170-4b49-8f2c-5948ccaf7d40,Hull,,1660
371372,d69ca360-b527-4485-8a7f-0b0d590db5cc,Cardiff,,2053
402903,116aaaa2-af69-44bb-a82d-b04ebf2be5ec,Darlington,None,137
390189,d000f48a-59ee-4ddf-83ef-68f6237e19ba,Oldham,,3135
374307,7d666b57-38d1-4c18-aaf6-dc4bff7dff98,Wakefield,Wakefield,2147
370788,3cbecfa9-6f32-4ff1-9407-b88dacdd02ce,Gateshead,,2047
354255,f14797a7-05bd-45e3-aaa1-ae952ba30b5f,London Outer SW,,839
339467,3ddebf28-e527-411a-8b55-659bfe59b99d,London Inner Upper NW,,3587
382823,6923343b-0223-4794-bea0-5ec0e1bc3120,London Inner Lower NW,,293
394477,da52ce4e-1b18-40fb-be3a-80593b2cd305,London Inner E,,2504
374143,d9465ce5-07c4-48a4-a30e-f2312d5dfdeb,London Inner W,London Outer Upper NW,1492
362614,ec6398b2-f5ee-479a-b071-e1e4a4671428,Leeds East,,2782
354433,bd8aaa51-078e-4857-b40a-488529968eca,London Inner E,,3152
366648,cb5e3cfc-b322-43f1-b2a4-8d872a2d3556,Manchester City,,1769
385873,78cfffb3-ee88-4485-ab2a-4d7188b42ee8,London Outer S,,999
395887,a5e657ce-13d0-4781-b5a3-b6b4e24a84e8,Altrincham,,6095
375198,ca8c36c0-a29d-4292-9ad0-cbd74e4ac8a2,London Border NE,,1489
386317,1cbfe2a3-139b-4708-b6b6-9847693fa662,London Border W,,4904
359084,4f48a2de-a707-4736-956e-e25a82b0e1b6,London Outer NE,,1215
380671,ff1ed966-f690-4479-beda-02e83cde7502,Darlington,,2124
367331,b7dd7ea8-e67d-4c7e-ba9b-2da8fb2b05d8,Southampton,,4457
370609,871dd88b-34d4-4ccd-8455-e2fbff4f64c7,London Outer SE,,2278
399278,f5040976-e572-40ab-baf0-504c3a8ed91b,Basildon,,2070
393515,562b96cf-5396-45af-b7f9-748b0f250ee0,Swansea,,4719
377830,a07b0c8d-aa7e-40af-a1db-a10ae9dc2b14,London Outer NE,,3440
393141,2fd191f4-94aa-4e3b-b557-e1b2707db9a5,London Outer NE,,4887
358889,2631a80f-f021-4f7f-9650-35bdc78ced47,Hull,,2962
342316,00aeffcd-8522-4e56-8e95-841998a396d2,London Inner E,,4409
400242,be61b20e-38f8-4f97-a742-1d5e645ea006,London Inner N,,9
343682,166c9e20-f539-4f59-848e-40272ab502ec,Warrington City,,3652
354468,767857c9-d147-433c-a05d-fde2b771eaa0,Manchester City,,6083
402616,7ece96b1-b80b-4795-b79b-7aaa7f0fc9fb,London Outer NE,,3079
344452,ac1ac5b9-3d72-49e3-81a6-4bd43a87d88b,Swansea,,8528
368738,b1cf298f-c60a-478a-8211-18a62dcc16d1,London Border E,,325
354262,e83eca6c-129c-4595-8c19-83344586043f,Liverpool East,,1792
392109,8d599637-a3c8-4f9a-8cc5-68c6fc08bacb,Manchester City,,2335
337478,15ae510f-274d-4e14-a6dd-633db214a005,London Border E,,2892
367768,351ad88c-36a1-4f45-9467-607f8a6ecea8,Gateshead,,3799
376884,2c1e125d-3390-445b-b554-97ab4fa37ede,London Outer Upper NW,,2796
343285,0ba67a20-e171-400a-ab8c-f27f0abe1bf8,London Outer N,,3172
395678,32d74758-4b17-45f4-9e97-25eedc778e98,London Inner Lower NW,London Inner Lower NW,1039
362640,f22ebd94-2c99-4a89-ac26-5faaeef0d43a,Newcastle,,2776
391298,405982e5-a8af-4e9a-8e88-f4cc02c91499,London Inner N,,3162
364119,82a21b4e-b578-4ebe-9ff0-6ef46f75b53f,Brighton,,3245
372280,0b9f8a3b-91c3-46a1-8623-d060d6b81dea,Liverpool Wirral,Liverpool Wirral,1228
365910,12f33be3-d30a-4a7a-bb7a-b74be537c1e3,London Outer E,,819
392790,6ef02e8d-847c-4f5a-ba5f-337fb18309f5,London Outer N,,4377
399830,daf58a9f-4d15-4850-a0f2-d8b3fab1ba0e,St Helens,,1886
367980,185c1021-23c0-4a4c-b743-afc052bdcf3f,London Inner S,,3018
375775,584c17c4-4ee5-4694-9eab-a9b858922eb8,Darlington,,1383
370467,a5f0a118-b7b7-4377-9f5a-2640d26e8580,Sheffield,,647
358099,ea4c4e96-b548-44bc-acde-309e269adb6f,London Inner Lower NW,,599
373380,2c6909af-0aa2-4c38-8a68-79539cc8d390,Sunderland,Sunderland,3368
354347,479b5581-d3d1-4338-8af4-bcf3c75240cc,Leeds East,,1276
342259,317650d8-2104-4451-876a-11bdc2590240,Bolton,,4658
377762,f09ffd89-db65-4464-bc87-2b0ee7bec23d,London Border N,,2681
394454,f6173e34-1cec-4268-a3fc-20be840207ba,London Inner S,,4153
396295,8255ea23-485a-44e4-a446-2b2745ff6efb,Northampton,,804
377355,899c5b06-2a82-42d9-a226-d119125c7d61,London Inner S,,896
393464,7adcf575-6d99-4d53-9e03-64940e16c6fc,UNKNOWN,,633
390495,56b9f80b-643a-40ca-bf58-24901edafddd,London Outer N,,2343
399784,669b366b-2989-4a44-969e-1761b7b228c1,London Outer N,,1582
398767,6fddb2b0-be12-4bc0-a9e6-58426c449ec5,Cannock,,19
370777,a0765716-09ac-434a-9bb8-6d72a6568fdb,Sunderland,,913
392863,8e766238-e9a4-4da3-9a9e-245ba034c606,Middleton,,2783
339031,1c68f036-fb13-4ea7-b685-9dffdaf293f9,Outer Leeds,,4761
358467,b3749dab-0a24-4480-a082-01bc254bb499,Liverpool North,,925
368031,e190cca5-2bbc-4c58-aabe-69aeb8a93b51,Gateshead,,4695
401954,c966c606-b840-419f-b49c-7a686e99ba3b,Sheffield,,1559
388401,535b58a3-3ea1-475c-ba18-5ac948f70ea1,Basildon,Basildon,241
358089,7324d106-a9b0-4518-9f0b-bc2fb5550b24,Newcastle,,2739
386531,0096a1e7-c8cd-4ba1-96d7-fa81cb4e93a5,St Helens,,1264
367989,e28ec4ba-8bef-4a6f-9ff0-c4303a5830d2,London Border W,,1128
403105,9c101f48-f90c-406c-b27d-3e930e6cda9f,London Inner E,,675
395629,9b7ba31d-50b1-4f97-b2b2-e8f5a51cff05,London Outer S,,1850
398557,b2a8e94c-7187-4cca-97be-f3fb9e297493,Hull,,1444
362163,59df3aac-603e-41a0-b07a-60122ac6a72d,Gateshead,Gateshead,1274
382585,afe6dc97-8ff8-4c88-bcad-1fafd749e52c,Newcastle,,621
399451,9a73247e-50fd-4967-9319-b61c7550a469,London Inner N,,133
359075,2011604a-6eed-41ca-a183-bfe601aceacf,London Border N,,4731
390175,62e63505-7092-4840-a70b-51c83ac9de6e,London Inner N,London Inner N,510
366640,92454f37-818d-4518-a98b-9133f108601a,London Outer E,,4107
392733,5ea1f066-84d2-4dad-8986-36c64814aca0,Northampton,,2364
362222,cb894b0e-6742-4031-8161-3bcf816fa945,Birmingham South,,308
340317,0c1a5fc7-d226-4b2c-bae8-67f2e88b79aa,Hull,,1398
360501,b92d4a79-e6e9-4ae9-8b09-3a0b35751d70,Basildon,,352
399775,c56fca05-c79e-4143-a1f2-9db8abfea6af,London Inner E,,2760
394179,53e5b1bd-fc8f-4e54-b01a-79e1bba3f1a2,Northampton,,3962
344481,053db666-0e21-4a4a-9e0b-59c1504cc256,Reading,,1589
369963,e1a64d6d-d095-42e6-ad21-507a95a4433b,London Border NE,,924
392578,89d9071d-f922-4a3a-8894-13b9425b669e,London Outer N,,1318
399222,2bdbc520-72c8-461b-ae15-139617654b01,Newcastle,,1658
380380,c4e77923-fb58-42c3-b969-9b39d441c9af,Liverpool North,,1089
368567,d96b35ba-ff1d-45e7-bcd7-9b178d1671d9,Gateshead,,1679
401911,0d463e49-aac1-44fb-bb2e-47cfde1e5065,Liverpool North,,671
393155,1936c606-1b12-4064-b991-d3d3409817e1,London Outer SW,,1371
364162,744c52e5-e4d1-47d3-bf6b-7988893abbfe,Newcastle,,5278
388884,bc8c556e-2750-4c15-a3a8-414d69cbe8a7,London Border NE,,3392
358101,e390faf8-eaba-4909-9b6f-de2a0ee4d37f,London Inner S,,1855
391341,3a7d4c91-6976-4750-b6ff-be85dc0bebf2,London Inner N,,152
365632,7bad84dc-c71b-45ca-9339-bc77cc6f7a4e,London Border NE,London Outer NE,1291
403137,907ce529-28f1-476d-b859-0b5233c7c582,London Inner Lower NW,,321
396055,1dc5e701-ca0d-4aaa-aee4-69d8a7dd4221,Wolverhampton,,7479
367280,2685a968-b85f-4ff9-bf1b-5a08829b894c,Leeds City,,1831
342256,6f81a51a-f54d-45ee-98bc-2299fc59ce5f,London Inner N,,238
365795,70db7d4a-06f6-4a20-aeb0-f68c942589d8,Liverpool Central South,,597
373642,88ed2f5d-d5b8-49e4-a611-627b95a9ce6c,London Inner Upper NW,,3777
382928,38200a3c-9057-4827-9df1-8ee2bbd71408,London Outer S,,3578
363943,a8d6eaa8-02c6-4680-b670-21017e75e9cf,London Outer N,,2429
353238,bbe1006b-6fc7-4975-a1f6-502f1b97cac5,Hull,,3199
365772,232f219e-d5d1-4d96-a352-70bb97921fbe,Liverpool East,Liverpool East,2464
403122,f50e72eb-2ed1-40cb-899e-5dc533dad4ed,London Outer Upper NW,,1347
396919,e2341196-9128-478a-b642-8d2b60226b08,London Outer SW,,1552
367200,48f7ca6a-2289-416f-868e-45a7f00f2b93,Leeds City,,8635
342408,95a48592-f994-4ecb-9a70-06643d8426fe,London Border N,,1030
368054,3666d5d3-f153-4de1-b47e-2acc676d9198,Sheffield,Sheffield,6054
401611,9ec2a684-66bc-4b32-a492-25da93ac813e,London Border N,,568
344470,b4df0eae-4839-4836-ba61-926badd4d49a,Basildon,,6050
351161,fab1dd75-0835-441d-811c-dd25f3430e86,Rotherham,,6631
342950,871de73f-1e47-4a1d-adb2-1614a19d6f6e,London Outer SW,,2420
367189,691a1b81-26e4-499d-a515-5a0386ca50b3,Sheffield,,3832
338951,245b1c1b-8d35-4ece-83fe-ee4717cfbe4a,London Outer E,,3873
362872,2bbd54be-fcd2-4553-b2f4-e0752fbfb4e0,London Border N,,1961
340052,baa35400-0550-4a5b-a2d2-77c43acef6fa,London Inner Upper NW,,382
370923,b2a26c6d-240a-4ad0-a286-91fad9f2064e,London Outer S,,3468
355261,6af66096-ff10-4c39-8da7-4c47ad2f1484,Huddersfield,,2940
342934,07d42afd-c465-4954-a23e-469a68fdd69c,London Outer Upper NW,,8834
364221,13133c09-8522-49d9-a82b-7634af27600c,London Inner W,,442
342188,e1da9025-c53f-4daa-8f5f-c49008c4536e,London Outer NE,,4010
399451,9a73247e-50fd-4967-9319-b61c7550a469,London Outer N,,2960
361969,3c0fe28f-28f9-4dc9-b6ae-cb66c247467e,,,55
374149,1aa37769-84e1-4c79-bd29-292e475c7e03,London Outer Upper NW,London Inner Lower NW,938
399424,c891c397-210f-4910-9b88-602896bfa070,London Outer NE,,1008
401555,6832c037-7593-4c6c-b734-919a252e1d8b,Newcastle,,100
365954,f995dd92-043c-411b-b237-ef822da98710,Gateshead,,4361
358987,f1ca1399-edc1-477d-b3d3-41e7f551b174,Basildon,,3703
385228,c111dce3-2f82-4c98-bacc-4d66dedc0957,Newcastle,,1189
398177,a5ef7ce5-7baa-4545-ae4e-00fd0e1abd90,London Outer Upper NW,,1465
387473,8904b1f3-803d-494f-9bcd-0cce2a45eea9,London Outer SW,,669
354539,f5db534e-4138-4b97-9fd5-27416e8736d5,London Inner E,London Inner E,1221
350492,aea41590-50c0-4076-9bf2-94222f55b5cd,London Inner N,,1120
390911,17787e4e-5c91-40d9-a570-7dd9f4d98415,Leeds City,,46
390234,f1c218dd-b653-4714-9eda-0557c781dace,Warrington City,,3233
388343,0d118765-bd55-419e-9759-673e0704ee14,Stourbridge,,3737
373471,fe9e02de-0210-48d0-bd92-5c997540077c,Manchester City,,1677
358990,1e898399-15c0-4a75-9311-1dcc4fed9648,London Border E,,920
383024,56221cf6-2fc7-4f16-90dd-12e6b0032489,London Border NE,,2234
364194,68544e82-0362-4742-a9dd-7b3a0b9ff785,London Border NE,,2951
399360,c6947935-a522-411e-a19d-0cf54809017a,London Border E,London Border NE,441
397181,deb7b0d0-47cf-4e2b-8f9f-eca73f354e46,Sheffield,,2432
395845,fdbbd756-0958-4d67-807e-73dad4c22eb9,Basildon,London Border N,928
392585,8a7fdde0-d60c-4fc7-9610-762bb3eed384,London Inner Upper NW,,557
366334,9167bf76-b545-431c-812b-2e07c347269a,,,285
382940,646c71ea-c8a8-4ae9-9438-038792861e20,London Outer N,,1254
356252,dca0cf39-7189-4e4c-a3b3-ebd5e1887be6,Swansea,,1968
398352,682d3978-9450-4e19-910b-fe1174a73085,Liverpool North,,576
340373,7f5843da-5726-4874-ae99-f097cde334a8,London Inner E,,3756
396429,99a85f0f-5932-44d9-af5e-ef3fc7a5658d,Cardiff,,2887
399773,405436cc-4dab-40d3-9557-ce23229b5ee4,London Inner N,,546
390673,4a21c440-1deb-42db-b3be-ab520bbba62d,Teesside,,1638
396336,a752cd71-ac5a-48c4-839c-08eb75fc2766,Plymouth,,1717
351139,b3b8436b-fb59-49ee-8547-9e07ee7a3260,Liverpool East,,2762
358572,58c31caa-759c-48b9-aab3-1e9564a248c0,London Inner E,,955
402219,3b35eedf-7c8b-4347-be04-c49fd617e7de,Wolverhampton,,3621
350346,bbaa212b-361f-4b5c-89c6-1dbc24d26c43,London Border NE,,1052
350053,4c2a524a-a057-412a-a991-9e98cf28a441,London Outer N,,3386
350975,0ac8e110-a37f-4073-b2fc-d86a1b6237dd,London Border NE,,119
388928,e42c12cf-4f5e-4959-9710-9baa224c3638,London Inner N,,3129
362062,dfc8cb0e-0c95-4ef2-a468-dc5ffd7c2453,Reading,,2297
401240,c4bbe23f-ab7c-46e3-994d-26dbd56fa5e2,London Inner Lower NW,,1213
350571,bdf82027-9453-40d3-8a3b-3198d353f847,St Helens,,4101
343823,41b26fb8-0a4f-4b2b-824d-99f7261ec3a8,London Border NE,,5622
391503,3fccff4d-72b2-4c24-ac97-3f12665a7bed,London Border N,,2953
351544,43eb3834-f834-450d-8a85-714bcbca06d8,St Helens,,1314
342143,2a9e5e65-4d80-4dac-9a07-06d31b6338ab,Liverpool North,,366
400113,1820dacc-e1bd-4742-afda-4e1fb896f470,Leeds South,Leeds East,9
390594,bbc1daef-6e7a-4598-af2e-775757d13e51,Cannock,,5979
359177,bafdb90d-ac4c-456f-9ca3-178b07b7a980,London Border N,,4242
375600,589fbe9a-0213-41d7-bf75-cf112609f047,St Helens,,2340
379807,07950c9c-efcf-4af6-b7c0-1a0b631016fa,London Inner W,,678
385814,a857f2a3-690b-423b-b4b5-b0fb8877a953,Cardiff,,1652
370665,2bc3bb0d-4c69-4d80-9db2-80cc36767005,London Outer SE,,1870
394107,b9481772-95fa-4280-9774-d4083aaacf13,Bristol Central Area,,1690
364142,6ceb3f6f-fa45-47c5-b6db-ff7bfa7e490f,London Inner N,,1343
392100,b7923aed-e7ae-48f8-af49-1245af6f92db,Liverpool East,,279
346738,ee86b627-40c4-410a-9935-873e6024bfa2,London Inner Lower NW,,1328
366046,7cc502f4-0f57-4325-8984-bf3c21804150,Liverpool North,,451
385109,75f16339-abc0-4552-9b61-822bdd0241e8,Leeds South,,105
370912,9a3bc85f-b538-453b-9759-ef2840424033,Widnes,,624
338387,fec27576-7368-4c97-8be3-21e58e843ca7,London Outer SE,,3467
358121,47c028f7-aa60-4999-9d91-b084718aca3e,London Outer NE,,1464
338370,03229daf-8f1f-41b9-a90d-80265c823d63,London Inner Lower NW,,4088
361839,f0e372df-3a08-4c47-8742-2824d7c448a0,London Border N,,3534
377773,15e252bf-a01c-4369-bcd3-e1b704596016,London Border NE,,2550
399862,7a309165-440e-492e-964a-047d15d28e14,Leeds City,,21
363996,e1e5f38e-aec2-440a-9a92-7af1f575f643,Huddersfield,,3502
364107,5a18e183-642b-44a8-bb3f-a9ee1e220784,Milton Keynes,,779
351249,6057921d-d0a8-443e-9676-8fce22bd06ab,Basildon,,4555
401676,6d5f8b5e-595a-4a75-8046-fc3d73709965,London Inner Lower NW,,160
371447,c59f15a2-f3c7-46b9-871b-b6c7a0724a29,Leicester,,1730
374123,3d886c55-08bb-4fe4-9d3f-dc167fa79500,London Outer E,,3900
362136,fd260df5-594b-4c87-8959-7db5814d71f6,Liverpool East,,30
385110,05fe6505-dc49-4d12-b074-308a75faa19d,London Outer Upper NW,,2889
387537,471080bf-afc8-49bd-bb97-e97e6f84b15b,London Outer Upper NW,,1695
358502,bb7a3318-dd30-412e-8640-f67f6bf6a754,London Outer Lower NW,London Outer Lower NW,632
342936,9af55bdd-d3a7-4988-9c73-ebde7de86e01,London Inner E,,415
366666,d8130182-225e-43f0-bc1f-dbb2c43b648b,Middleton,,981
362816,2120ee3c-3617-4477-b171-a6307cb1a772,Derby,,2035
388537,26d12766-2046-499c-9c15-b196b4a6bc4e,London Border N,,1744
366553,97b2adea-07ed-48e4-9f8a-3f9c76f1dc15,Sheffield,,2450
394156,080ff507-b8fe-4cac-b72c-283e8b76486a,London Inner N,,26
369964,a97645ee-8b89-4e2b-a547-93019c99f643,London Border W,,3782
399521,f9c82284-9fe6-441d-82ed-18867d2e556d,London Outer SW,,266
398673,f86b4e1d-6f6d-4455-9111-2c4a2bebaec6,London Inner S,,97
365750,de776f30-4f54-49f1-b34b-d885bd0f233b,London Inner N,,829
379981,f924175a-040a-458a-9556-23fe46421e43,London Inner N,,1416
365978,fecbb8f0-3b2a-471d-b3b9-39bbce81c9e6,London Outer NE,,563
344047,5fb50319-e7a1-4f37-aa11-076ea685822b,London Border N,,4056
375389,80594d82-37b4-47da-9bf5-115d6957d11a,London Outer SE,,1565
368721,59268c78-9496-4eef-bf03-551638aa59ce,London Outer NE,,2917
350882,ec94d5e2-f9b0-48b9-964d-6c76e135b79f,London Outer E,,8418
338404,84fbc633-4078-4fcb-9486-06908f6d2c77,London Border NE,,1758
400163,1b042e3f-3895-4aa8-bf17-b36a5a62fe69,London Inner N,,562
345768,eeed7977-642d-4bcd-b924-a27634d371d9,London Inner E,,1023
373839,7868d4c8-2d12-47a6-85dc-96fb09ce7212,London Inner Lower NW,,2237
396244,e019f274-e283-41fc-8c8b-0834555f3a5c,Teesside,,5483
402586,ec871178-d346-42a4-bda3-dd53c76ad91e,London Outer E,London Inner E,48
337648,4b765faa-392d-4246-8194-57b36a071d80,Liverpool Wirral,,2466
